Cinema,Latitude,Longitude,Number of Records,Number,Screens,Seatss,Year
אביב,32.0638934,34.7615574,1,1,1,0,1948
אביב,32.0638934,34.7615574,1,1,1,0,1949
אביב,32.0638934,34.7615574,1,1,1,0,1950
אביב,32.0638934,34.7615574,1,1,1,0,1951
אביב,32.0638934,34.7615574,1,1,1,0,1952
אביב,32.0638934,34.7615574,1,1,1,0,1953
אביב,32.0638934,34.7615574,1,1,1,0,1954
אביב,32.0638934,34.7615574,1,1,1,0,1955
אביב,32.0638934,34.7615574,1,1,1,0,1956
אביב,32.0638934,34.7615574,1,1,1,0,1957
אביב,32.0638934,34.7615574,1,1,1,0,1958
אביב,32.0638934,34.7615574,1,1,1,0,1959
אביב,32.0638934,34.7615574,1,1,1,0,1960
אביב,32.0638934,34.7615574,1,1,1,0,1961
אביב,32.0638934,34.7615574,1,1,1,0,1962
אביב,32.0638934,34.7615574,1,1,1,0,1963
אביב,32.0638934,34.7615574,1,1,1,0,1964
אביב,32.0638934,34.7615574,1,1,1,0,1965
אביב,32.0638934,34.7615574,1,1,1,0,1966
אביב,32.0638934,34.7615574,1,1,1,0,1967
אביב,32.0638934,34.7615574,1,1,1,0,1968
אביב,32.0638934,34.7615574,1,1,1,0,1969
אביב,32.0638934,34.7615574,1,1,1,0,1970
אביב,32.0638934,34.7615574,1,1,1,0,1971
אביב,32.0638934,34.7615574,1,1,1,0,1972
אביב,32.0638934,34.7615574,1,1,1,0,1973
אביב,32.0638934,34.7615574,1,1,1,0,1974
אופיר,32.0668835,34.7687775,1,2,1,0,1928
אופיר,32.0668835,34.7687775,1,2,1,0,1929
אופיר,32.0668835,34.7687775,1,2,1,0,1930
אופיר,32.0668835,34.7687775,1,2,1,0,1931
אופיר,32.0668835,34.7687775,1,2,1,0,1932
אופיר,32.0668835,34.7687775,1,2,1,0,1933
אופיר,32.0668835,34.7687775,1,2,1,0,1934
אופיר,32.0668835,34.7687775,1,2,1,0,1935
אופיר,32.0668835,34.7687775,1,2,1,0,1936
אופיר,32.0668835,34.7687775,1,2,1,0,1937
אופיר,32.0668835,34.7687775,1,2,1,0,1938
אופיר,32.0668835,34.7687775,1,2,1,0,1939
אופיר,32.0668835,34.7687775,1,2,1,0,1940
אופיר,32.0668835,34.7687775,1,2,1,0,1941
אופיר,32.0668835,34.7687775,1,2,1,0,1942
אופיר,32.0668835,34.7687775,1,2,1,0,1943
אופיר,32.0668835,34.7687775,1,2,1,0,1944
אופיר,32.0668835,34.7687775,1,2,1,0,1945
אופיר,32.0668835,34.7687775,1,2,1,0,1946
אופיר,32.0668835,34.7687775,1,2,1,0,1947
אופיר,32.0668835,34.7687775,1,2,1,0,1948
אופיר,32.0668835,34.7687775,1,2,1,0,1949
אופיר,32.0668835,34.7687775,1,2,1,0,1950
אופיר,32.0668835,34.7687775,1,2,1,0,1951
אופיר,32.0668835,34.7687775,1,2,1,0,1952
אופיר,32.0668835,34.7687775,1,2,1,0,1953
אופיר,32.0668835,34.7687775,1,2,1,0,1954
אופיר,32.0668835,34.7687775,1,2,1,0,1955
אופיר,32.0668835,34.7687775,1,2,1,0,1956
אופיר,32.0668835,34.7687775,1,2,1,0,1957
אופיר,32.0668835,34.7687775,1,2,1,0,1958
אופיר,32.0668835,34.7687775,1,2,1,0,1959
אופיר,32.0668835,34.7687775,1,2,1,0,1960
אופיר,32.0668835,34.7687775,1,2,1,0,1961
אופיר,32.0668835,34.7687775,1,2,1,0,1962
אופיר,32.0668835,34.7687775,1,2,1,0,1963
אופיר,32.0668835,34.7687775,1,2,1,0,1964
אופיר,32.0668835,34.7687775,1,2,1,0,1965
אופיר,32.0668835,34.7687775,1,2,1,0,1966
אופיר,32.0668835,34.7687775,1,2,1,0,1967
אופיר,32.0668835,34.7687775,1,2,1,0,1968
אופיר,32.0668835,34.7687775,1,2,1,0,1969
אופיר,32.0668835,34.7687775,1,2,1,0,1970
אופיר,32.0668835,34.7687775,1,2,1,0,1971
אופיר,32.0668835,34.7687775,1,2,1,0,1972
אופיר,32.0668835,34.7687775,1,2,1,0,1973
אופיר,32.0668835,34.7687775,1,2,1,0,1974
אופיר,32.0668835,34.7687775,1,2,1,0,1975
אופיר,32.0668835,34.7687775,1,2,1,0,1976
אופיר,32.0668835,34.7687775,1,2,1,0,1977
אופיר,32.0668835,34.7687775,1,2,1,0,1978
אופיר,32.0668835,34.7687775,1,2,1,0,1979
אופיר,32.0668835,34.7687775,1,2,1,0,1980
אורה,32.0664911,34.7707986,1,3,1,0,1942
אורה,32.0664911,34.7707986,1,3,1,0,1943
אורה,32.0664911,34.7707986,1,3,1,0,1944
אוריון,32.0713195,34.7701003,1,4,1,0,1943
אוריון,32.0713195,34.7701003,1,4,1,0,1944
אוריון,32.0713195,34.7701003,1,4,1,0,1945
אוריון,32.0713195,34.7701003,1,4,1,0,1946
אוריון,32.0713195,34.7701003,1,4,1,0,1947
אוריון,32.0713195,34.7701003,1,4,1,0,1948
אוריון,32.0713195,34.7701003,1,4,1,0,1949
אוריון,32.0713195,34.7701003,1,4,1,0,1950
אוריון,32.0713195,34.7701003,1,4,1,0,1951
אוריון,32.0713195,34.7701003,1,4,1,0,1952
אוריון,32.0713195,34.7701003,1,4,1,0,1953
אוריון,32.0713195,34.7701003,1,4,1,0,1954
אוריון,32.0713195,34.7701003,1,4,1,0,1955
אוריון,32.0713195,34.7701003,1,4,1,0,1956
אוריון,32.0713195,34.7701003,1,4,1,0,1957
אוריון,32.0713195,34.7701003,1,4,1,0,1958
אוריון,32.0713195,34.7701003,1,4,1,0,1959
אוריון,32.0713195,34.7701003,1,4,1,0,1960
אוריון,32.0713195,34.7701003,1,4,1,0,1961
אוריון,32.0713195,34.7701003,1,4,1,0,1962
אוריון,32.0713195,34.7701003,1,4,1,0,1963
אוריון,32.0713195,34.7701003,1,4,1,0,1964
אוריון,32.0713195,34.7701003,1,4,1,0,1965
אוריון,32.0713195,34.7701003,1,4,1,0,1966
אוריון,32.0713195,34.7701003,1,4,1,0,1967
אוריון,32.0713195,34.7701003,1,4,1,0,1968
אוריון,32.0713195,34.7701003,1,4,1,0,1969
אוריון,32.0713195,34.7701003,1,4,1,0,1970
אורלי,32.0713195,34.7701003,1,5,1,0,1971
אורלי,32.0713195,34.7701003,1,5,1,0,1972
אורלי,32.0713195,34.7701003,1,5,1,0,1973
אורלי,32.0713195,34.7701003,1,5,1,0,1974
אורלי,32.0713195,34.7701003,1,5,1,0,1975
אורלי,32.0713195,34.7701003,1,5,1,0,1976
אורלי,32.0713195,34.7701003,1,5,1,0,1977
אורלי,32.0713195,34.7701003,1,5,1,0,1978
אורלי,32.0713195,34.7701003,1,5,1,0,1979
אורלי,32.0713195,34.7701003,1,5,1,0,1980
אורלי,32.0713195,34.7701003,1,5,1,0,1981
אורלי,32.0713195,34.7701003,1,5,1,0,1982
אורלי,32.0713195,34.7701003,1,5,1,0,1983
אורלי,32.0713195,34.7701003,1,5,1,0,1984
אורלי,32.0713195,34.7701003,1,5,1,0,1985
אורלי,32.0713195,34.7701003,1,5,1,0,1986
אורלי,32.0713195,34.7701003,1,5,1,0,1987
אורלי,32.0713195,34.7701003,1,5,1,0,1988
אורלי,32.0713195,34.7701003,1,5,1,0,1989
אורלי,32.0713195,34.7701003,1,5,1,0,1990
אורלי,32.0713195,34.7701003,1,5,1,0,1991
אילת,32.0511495,34.7517343,1,6,1,0,1954
אילת,32.0511495,34.7517343,1,6,1,0,1955
אילת,32.0511495,34.7517343,1,6,1,0,1956
אילת,32.0511495,34.7517343,1,6,1,0,1957
אילת,32.0511495,34.7517343,1,6,1,0,1958
אילת,32.0511495,34.7517343,1,6,1,0,1959
אילת,32.0511495,34.7517343,1,6,1,0,1960
אילת,32.0511495,34.7517343,1,6,1,0,1961
אילת,32.0511495,34.7517343,1,6,1,0,1962
אילת,32.0511495,34.7517343,1,6,1,0,1963
אילת,32.0511495,34.7517343,1,6,1,0,1964
אילת,32.0511495,34.7517343,1,6,1,0,1965
אילת,32.0511495,34.7517343,1,6,1,0,1966
אילת,32.0511495,34.7517343,1,6,1,0,1967
אילת,32.0511495,34.7517343,1,6,1,0,1968
אילת,32.0511495,34.7517343,1,6,1,0,1969
אילת,32.0511495,34.7517343,1,6,1,0,1970
אלהמברה,32.0518144,34.7573814,1,7,1,0,1936
אלהמברה,32.0518144,34.7573814,1,7,1,0,1937
אלהמברה,32.0518144,34.7573814,1,7,1,0,1938
אלהמברה,32.0518144,34.7573814,1,7,1,0,1939
אלהמברה,32.0518144,34.7573814,1,7,1,0,1940
אלהמברה,32.0518144,34.7573814,1,7,1,0,1941
אלהמברה,32.0518144,34.7573814,1,7,1,0,1942
אלהמברה,32.0518144,34.7573814,1,7,1,0,1943
אלהמברה,32.0518144,34.7573814,1,7,1,0,1944
אלהמברה,32.0518144,34.7573814,1,7,1,0,1945
אלהמברה,32.0518144,34.7573814,1,7,1,0,1946
אלהמברה,32.0518144,34.7573814,1,7,1,0,1947
אלהמברה,32.0518144,34.7573814,1,7,1,0,1948
אלהמברה,32.0518144,34.7573814,1,7,1,0,1949
אלהמברה,32.0518144,34.7573814,1,7,1,0,1950
אלהמברה,32.0518144,34.7573814,1,7,1,0,1951
אלהמברה,32.0518144,34.7573814,1,7,1,0,1952
אלהמברה,32.0518144,34.7573814,1,7,1,0,1953
אלהמברה,32.0518144,34.7573814,1,7,1,0,1954
אלהמברה,32.0518144,34.7573814,1,7,1,0,1955
אלהמברה,32.0518144,34.7573814,1,7,1,0,1956
אלהמברה,32.0518144,34.7573814,1,7,1,0,1957
אלהמברה,32.0518144,34.7573814,1,7,1,0,1958
אלהמברה,32.0518144,34.7573814,1,7,1,0,1959
אלהמברה,32.0518144,34.7573814,1,7,1,0,1960
אלהמברה,32.0518144,34.7573814,1,7,1,0,1961
אלהמברה,32.0518144,34.7573814,1,7,1,0,1962
אלהמברה,32.0518144,34.7573814,1,7,1,0,1963
אלנבי,32.070594,34.770221,1,8,1,0,1935
אלנבי,32.070594,34.770221,1,8,1,0,1936
אלנבי,32.070594,34.770221,1,8,1,0,1937
אלנבי,32.070594,34.770221,1,8,1,0,1938
אלנבי,32.070594,34.770221,1,8,1,0,1939
אלנבי,32.070594,34.770221,1,8,1,0,1940
אלנבי,32.070594,34.770221,1,8,1,0,1941
אלנבי,32.070594,34.770221,1,8,1,0,1942
אלנבי,32.070594,34.770221,1,8,1,0,1943
אלנבי,32.070594,34.770221,1,8,1,0,1944
אלנבי,32.070594,34.770221,1,8,1,0,1945
אלנבי,32.070594,34.770221,1,8,1,0,1946
אלנבי,32.070594,34.770221,1,8,1,0,1947
אלנבי,32.070594,34.770221,1,8,1,0,1948
אלנבי,32.070594,34.770221,1,8,1,0,1949
אלנבי,32.070594,34.770221,1,8,1,0,1950
אלנבי,32.070594,34.770221,1,8,1,0,1951
אלנבי,32.070594,34.770221,1,8,1,0,1952
אלנבי,32.070594,34.770221,1,8,1,0,1953
אלנבי,32.070594,34.770221,1,8,1,0,1954
אלנבי,32.070594,34.770221,1,8,1,0,1955
אלנבי,32.070594,34.770221,1,8,1,0,1956
אלנבי,32.070594,34.770221,1,8,1,0,1957
אלנבי,32.070594,34.770221,1,8,1,0,1958
אלנבי,32.070594,34.770221,1,8,1,0,1959
אלנבי,32.070594,34.770221,1,8,1,0,1960
אלנבי,32.070594,34.770221,1,8,1,0,1961
אלנבי,32.070594,34.770221,1,8,1,0,1962
אלנבי,32.070594,34.770221,1,8,1,0,1963
אלנבי,32.070594,34.770221,1,8,1,0,1964
אלנבי,32.070594,34.770221,1,8,1,0,1965
אלנבי,32.070594,34.770221,1,8,1,0,1966
אלנבי,32.070594,34.770221,1,8,1,0,1967
אלנבי,32.070594,34.770221,1,8,1,0,1968
אלנבי,32.070594,34.770221,1,8,1,0,1969
אלנבי,32.070594,34.770221,1,8,1,0,1970
אלנבי,32.070594,34.770221,1,8,1,0,1971
אלנבי,32.070594,34.770221,1,8,1,0,1972
אלנבי,32.070594,34.770221,1,8,1,0,1973
אלנבי,32.070594,34.770221,1,8,1,0,1974
אלנבי,32.070594,34.770221,1,8,1,0,1975
אלנבי,32.070594,34.770221,1,8,1,0,1976
אלנבי,32.070594,34.770221,1,8,1,0,1977
אלנבי,32.070594,34.770221,1,8,1,0,1978
אלנבי,32.070594,34.770221,1,8,1,0,1979
אלנבי,32.070594,34.770221,1,8,1,0,1980
אסתר,32.0780419,34.7726084,1,9,1,0,1939
אסתר,32.0780419,34.7726084,1,9,1,0,1940
אסתר,32.0780419,34.7726084,1,9,1,0,1941
אסתר,32.0780419,34.7726084,1,9,1,0,1942
אסתר,32.0780419,34.7726084,1,9,1,0,1943
אסתר,32.0780419,34.7726084,1,9,1,0,1944
אסתר,32.0780419,34.7726084,1,9,1,0,1945
אסתר,32.0780419,34.7726084,1,9,1,0,1946
אסתר,32.0780419,34.7726084,1,9,1,0,1947
אסתר,32.0780419,34.7726084,1,9,1,0,1948
אסתר,32.0780419,34.7726084,1,9,1,0,1949
אסתר,32.0780419,34.7726084,1,9,1,0,1950
אסתר,32.0780419,34.7726084,1,9,1,0,1951
אסתר,32.0780419,34.7726084,1,9,1,0,1952
אסתר,32.0780419,34.7726084,1,9,1,0,1953
אסתר,32.0780419,34.7726084,1,9,1,0,1954
אסתר,32.0780419,34.7726084,1,9,1,0,1955
אסתר,32.0780419,34.7726084,1,9,1,0,1956
אסתר,32.0780419,34.7726084,1,9,1,0,1957
אסתר,32.0780419,34.7726084,1,9,1,0,1958
אסתר,32.0780419,34.7726084,1,9,1,0,1959
אסתר,32.0780419,34.7726084,1,9,1,0,1960
אסתר,32.0780419,34.7726084,1,9,1,0,1961
אסתר,32.0780419,34.7726084,1,9,1,0,1962
אסתר,32.0780419,34.7726084,1,9,1,0,1963
אסתר,32.0780419,34.7726084,1,9,1,0,1964
אסתר,32.0780419,34.7726084,1,9,1,0,1965
אסתר,32.0780419,34.7726084,1,9,1,0,1966
אסתר,32.0780419,34.7726084,1,9,1,0,1967
אסתר,32.0780419,34.7726084,1,9,1,0,1968
אסתר,32.0780419,34.7726084,1,9,1,0,1969
אסתר,32.0780419,34.7726084,1,9,1,0,1970
אסתר,32.0780419,34.7726084,1,9,1,0,1971
אסתר,32.0780419,34.7726084,1,9,1,0,1972
אסתר,32.0780419,34.7726084,1,9,1,0,1973
אסתר,32.0780419,34.7726084,1,9,1,0,1974
אסתר,32.0780419,34.7726084,1,9,1,0,1975
אסתר,32.0780419,34.7726084,1,9,1,0,1976
אסתר,32.0780419,34.7726084,1,9,1,0,1977
אסתר,32.0780419,34.7726084,1,9,1,0,1978
אסתר,32.0780419,34.7726084,1,9,1,0,1979
אסתר,32.0780419,34.7726084,1,9,1,0,1980
אסתר,32.0780419,34.7726084,1,9,1,0,1981
אסתר,32.0780419,34.7726084,1,9,1,0,1982
אסתר,32.0780419,34.7726084,1,9,1,0,1983
אסתר,32.0780419,34.7726084,1,9,1,0,1984
אסתר,32.0780419,34.7726084,1,9,1,0,1985
אסתר,32.0780419,34.7726084,1,9,1,0,1986
אסתר,32.0780419,34.7726084,1,9,1,0,1987
אסתר,32.0780419,34.7726084,1,9,1,0,1988
אסתר,32.0780419,34.7726084,1,9,1,0,1989
אסתר,32.0780419,34.7726084,1,9,1,0,1990
אסתר,32.0780419,34.7726084,1,9,1,0,1991
אסתר,32.0780419,34.7726084,1,9,1,0,1992
אסתר,32.0780419,34.7726084,1,9,1,0,1993
אסתר,32.0780419,34.7726084,1,9,1,0,1994
אסתר,32.0780419,34.7726084,1,9,1,0,1995
אסתר,32.0780419,34.7726084,1,9,1,0,1996
אסתר,32.0780419,34.7726084,1,9,1,0,1997
אסתר,32.0780419,34.7726084,1,9,1,0,1998
ארגמן,32.0549675,34.7647173,1,10,1,0,1950
ארגמן,32.0549675,34.7647173,1,10,1,0,1951
ארגמן,32.0549675,34.7647173,1,10,1,0,1952
ארגמן,32.0549675,34.7647173,1,10,1,0,1953
ארגמן,32.0549675,34.7647173,1,10,1,0,1954
ארגמן,32.0549675,34.7647173,1,10,1,0,1955
ארגמן,32.0549675,34.7647173,1,10,1,0,1956
ארגמן,32.0549675,34.7647173,1,10,1,0,1957
ארגמן,32.0549675,34.7647173,1,10,1,0,1958
ארגמן,32.0549675,34.7647173,1,10,1,0,1959
ארגמן,32.0549675,34.7647173,1,10,1,0,1960
ארגמן,32.0549675,34.7647173,1,10,1,0,1961
ארגמן,32.0549675,34.7647173,1,10,1,0,1962
ארגמן,32.0549675,34.7647173,1,10,1,0,1963
ארגמן,32.0549675,34.7647173,1,10,1,0,1964
ארגמן,32.0549675,34.7647173,1,10,1,0,1965
ארגמן,32.0549675,34.7647173,1,10,1,0,1966
ארגמן,32.0549675,34.7647173,1,10,1,0,1967
ארגמן,32.0549675,34.7647173,1,10,1,0,1968
ארגמן,32.0549675,34.7647173,1,10,1,0,1969
ארגמן,32.0549675,34.7647173,1,10,1,0,1970
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1950
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1951
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1952
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1953
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1954
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1955
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1956
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1957
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1958
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1959
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1960
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1961
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1962
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1963
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1964
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1965
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1966
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1967
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1968
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1969
ארמון דוד,32.0869651,34.7726572,1,11,1,0,1970
בית העם,32.0765102,34.7660842,1,12,1,0,1925
בית העם,32.0765102,34.7660842,1,12,1,0,1926
בית העם,32.0765102,34.7660842,1,12,1,0,1927
בית העם,32.0765102,34.7660842,1,12,1,0,1928
בית העם,32.0765102,34.7660842,1,12,1,0,1929
בית העם,32.0765102,34.7660842,1,12,1,0,1930
בית העם,32.0765102,34.7660842,1,12,1,0,1931
בית העם,32.0765102,34.7660842,1,12,1,0,1932
בית העם,32.0765102,34.7660842,1,12,1,0,1933
בית העם,32.0765102,34.7660842,1,12,1,0,1934
בית העם,32.0765102,34.7660842,1,12,1,0,1935
בית העם,32.0765102,34.7660842,1,12,1,0,1936
בית העם,32.0765102,34.7660842,1,12,1,0,1937
בית העם,32.0765102,34.7660842,1,12,1,0,1938
בית העם,32.0765102,34.7660842,1,12,1,0,1939
בית העם,32.0765102,34.7660842,1,12,1,0,1940
בית העם,32.0765102,34.7660842,1,12,1,0,1941
בית העם,32.0765102,34.7660842,1,12,1,0,1942
בית העם,32.0765102,34.7660842,1,12,1,0,1943
בית העם,32.0765102,34.7660842,1,12,1,0,1944
בית העם,32.0765102,34.7660842,1,12,1,0,1945
בית העם,32.0765102,34.7660842,1,12,1,0,1946
בית העם,32.0765102,34.7660842,1,12,1,0,1947
בית העם,32.0765102,34.7660842,1,12,1,0,1948
בית העם,32.0765102,34.7660842,1,12,1,0,1949
בית העם,32.0765102,34.7660842,1,12,1,0,1950
בית העם,32.0765102,34.7660842,1,12,1,0,1951
בית העם,32.0765102,34.7660842,1,12,1,0,1952
בית העם,32.0765102,34.7660842,1,12,1,0,1953
בית העם,32.0765102,34.7660842,1,12,1,0,1954
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1980
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1981
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1982
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1983
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1984
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1985
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1986
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1987
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1988
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1989
בית ציוני אמריקה,32.0745562,34.7800639,1,13,2,0,1990
בית ציוני אמריקה,32.0745562,34.7800639,1,14,2,0,2012
בית ציוני אמריקה,32.0745562,34.7800639,1,14,2,0,2013
בית ציוני אמריקה,32.0745562,34.7800639,1,14,2,0,2014
בית ציוני אמריקה,32.0745562,34.7800639,1,14,2,0,2015
גורדון,32.082564,34.77105,1,16,1,0,1960
גורדון,32.082564,34.77105,1,16,1,0,1961
גורדון,32.082564,34.77105,1,16,1,0,1962
גורדון,32.082564,34.77105,1,16,1,0,1963
גורדון,32.082564,34.77105,1,16,1,0,1964
גורדון,32.082564,34.77105,1,16,1,0,1965
גורדון,32.082564,34.77105,1,16,1,0,1966
גורדון,32.082564,34.77105,1,16,1,0,1967
גורדון,32.082564,34.77105,1,16,1,0,1968
גורדון,32.082564,34.77105,1,16,1,0,1969
גורדון,32.082564,34.77105,1,16,1,0,1970
גורדון,32.082564,34.77105,1,16,1,0,1971
גורדון,32.082564,34.77105,1,16,1,0,1972
גורדון,32.082564,34.77105,1,16,1,0,1973
גורדון,32.082564,34.77105,1,16,1,0,1974
גורדון,32.082564,34.77105,1,16,1,0,1975
גורדון,32.082564,34.77105,1,16,1,0,1976
גורדון,32.082564,34.77105,1,16,1,0,1977
גורדון,32.082564,34.77105,1,16,1,0,1978
גורדון,32.082564,34.77105,1,16,1,0,1979
גורדון,32.082564,34.77105,1,16,1,0,1980
גל-רון,32.0397345,34.7460408,1,17,1,0,1957
גל-רון,32.0397345,34.7460408,1,17,1,0,1958
גל-רון,32.0397345,34.7460408,1,17,1,0,1959
גל-רון,32.0397345,34.7460408,1,17,1,0,1960
גל-רון,32.0397345,34.7460408,1,17,1,0,1961
גל-רון,32.0397345,34.7460408,1,17,1,0,1962
גל-רון,32.0397345,34.7460408,1,17,1,0,1963
גל-רון,32.0397345,34.7460408,1,17,1,0,1964
גל-רון,32.0397345,34.7460408,1,17,1,0,1965
גל-רון,32.0397345,34.7460408,1,17,1,0,1966
גל-רון,32.0397345,34.7460408,1,17,1,0,1967
